site_name,datetime,frequency,network,latitude,longitude,temperature,humidity,pm2_5_calibrated_value,pm10_calibrated_value,site_id,device_name
"St.Ponsiano primary school, makindye",2026-04-01 16:00:00Z,hourly,airqo,0.255803,32.601421,25.52666667,78.46833333,15.89,19.09,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-01 17:00:00Z,hourly,airqo,0.255797143,32.60198286,25.11142857,78.33285714,34.06,45.78,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-01 18:00:00Z,hourly,airqo,0.255762,32.605354,25.07,78.32,,,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-01 19:00:00Z,hourly,airqo,0.255762,32.605354,24.40666667,78.05,,,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-01 20:00:00Z,hourly,airqo,0.255762,32.605354,23.84,77.85833333,33.33,42.91,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-01 21:00:00Z,hourly,airqo,0.255762,32.605354,23.405,77.7075,11.4,11.01,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-01 22:00:00Z,hourly,airqo,0.255762,32.605354,23.106,77.556,22.04,32.93,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-01 23:00:00Z,hourly,airqo,0.256250857,32.607512,22.69142857,77.42142857,16.43,20.29,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 00:00:00Z,hourly,airqo,0.257473,32.612907,21.31666644,92.55833377,19.83,30.46,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 01:00:00Z,hourly,airqo,0.257473,32.612907,21.11666679,93.01666717,27.09,37.33,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 06:00:00Z,hourly,airqo,0.258118883,32.60911234,26.25833337,92.35833387,13.88,16.59,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 07:00:00Z,hourly,airqo,0.258118883,32.60911234,27.62500048,86.07499897,13.97,13.22,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 08:00:00Z,hourly,airqo,0.258118883,32.60911234,26.84166654,76.15833382,15.05,21.64,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 09:00:00Z,hourly,airqo,0.258118883,32.60911234,28.3499999,75.74166656,9.88,6,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 10:00:00Z,hourly,airqo,0.258118883,32.60911234,30.66,79.54,,,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 11:00:00Z,hourly,airqo,0.258118883,32.60911234,28.39166689,71.26666655,9.58,6.36,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 12:00:00Z,hourly,airqo,0.258118883,32.60911234,30.46666667,79.42,14.14,21.61,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 13:00:00Z,hourly,airqo,0.257855,32.588165,28.52,78.93,,,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 14:00:00Z,hourly,airqo,0.257855,32.588165,28.52,78.93,15.22,20.01,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 15:00:00Z,hourly,airqo,0.257986942,32.59863867,28.52,78.93,12.2,12.84,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 16:00:00Z,hourly,airqo,0.257898981,32.59165622,26.138,78.058,11.21,14.87,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 17:00:00Z,hourly,airqo,0.257892698,32.59115748,25.34166667,77.80833333,12.99,16.34,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 18:00:00Z,hourly,airqo,0.257930395,32.59414995,24.792,77.608,10.87,10.85,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 19:00:00Z,hourly,airqo,0.257968093,32.59714243,24.42333333,77.44833333,11.14,11.4,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 20:00:00Z,hourly,airqo,0.258118883,32.60911234,24.38,77.43,9.04,8.88,6244479fd676e8001fdc4e08,airqo_g5438
"St.Ponsiano primary school, makindye",2026-04-02 21:00:00Z,hourly,airqo,0.258118883,32.60911234,23.52833333,77.09,14.43,13.64,6244479fd676e8001fdc4e08,airqo_g5438
Kitintale_Ntensibe,2026-04-01 00:00:00Z,hourly,airqo,0.315678859,32.63506335,25.45375,75.87375,15.47,17.5,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 01:00:00Z,hourly,airqo,0.315678859,32.63506335,25.1976,76.638,16.07,20.35,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 02:00:00Z,hourly,airqo,0.315678859,32.63506335,24.81,78.23416667,17.51,23.97,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 03:00:00Z,hourly,airqo,0.315678859,32.63506335,24.4284,80.6788,16.31,19.89,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 04:00:00Z,hourly,airqo,0.315678859,32.63506335,23.9956,82.2096,14.55,15.62,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 05:00:00Z,hourly,airqo,0.315678859,32.63506335,22.76,80.91,34.15,59.51,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 06:00:00Z,hourly,airqo,0.315678859,32.63506335,22.76,80.91,41.78,66.57,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 07:00:00Z,hourly,airqo,0.315678859,32.63506335,29.2408,65.022,16.5,19.27,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 08:00:00Z,hourly,airqo,0.315678859,32.63506335,29.71409091,62.05681818,16.51,14.56,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 09:00:00Z,hourly,airqo,0.315678859,32.63506335,30.255,60.24269231,14.27,12.23,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 10:00:00Z,hourly,airqo,0.315678859,32.63506335,30.89086957,58.75086957,12.83,7.39,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 11:00:00Z,hourly,airqo,0.315678859,32.63506335,30.54458333,61.22375,13.1,7.58,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 12:00:00Z,hourly,airqo,0.321597,32.632351,27.99347826,67.47391304,12.72,7.73,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 13:00:00Z,hourly,airqo,0.319703195,32.63321895,27.1604,69.9624,16.83,15.03,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 14:00:00Z,hourly,airqo,0.315678859,32.63506335,28.3588,67.5032,17.51,14.12,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 15:00:00Z,hourly,airqo,0.315678859,32.63506335,26.73,73.432,19,30.46,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 16:00:00Z,hourly,airqo,0.315678859,32.63506335,25.78375,78.29125,36.76,53.77,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 17:00:00Z,hourly,airqo,0.315678859,32.63506335,25.14807692,80.55076923,40.37,61.87,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 18:00:00Z,hourly,airqo,0.315678859,32.63506335,24.5675,82.77833333,49.99,76.94,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 19:00:00Z,hourly,airqo,0.315678859,32.63506335,24.3568,81.5108,33.27,50.58,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 20:00:00Z,hourly,airqo,0.315678859,32.63506335,23.6315,83.64,46.76,72.2,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 21:00:00Z,hourly,airqo,0.315678859,32.63506335,23.59269231,80.97730769,14.68,14.72,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 22:00:00Z,hourly,airqo,0.315678859,32.63506335,26.76375,70.05375,17.63,23.17,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-01 23:00:00Z,hourly,airqo,0.315678859,32.63506335,27.9964,67.2368,15.36,14.53,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-02 00:00:00Z,hourly,airqo,0.315678859,32.63506335,29.5072,62.6212,15.83,13.94,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-02 01:00:00Z,hourly,airqo,0.315678859,32.63506335,29.542,63.561,12.15,7.59,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-02 02:00:00Z,hourly,airqo,0.315678859,32.63506335,30.04478261,63.38608696,12.1,6.41,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-02 03:00:00Z,hourly,airqo,0.315678859,32.63506335,28.46769231,69.99884615,11.64,4.64,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-02 04:00:00Z,hourly,airqo,0.315678859,32.63506335,28.3536,66.0016,16.18,25.07,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-02 05:00:00Z,hourly,airqo,0.315678859,32.63506335,27.556,66.462,11.85,4.25,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-02 06:00:00Z,hourly,airqo,0.315678859,32.63506335,27.19115385,67.86807692,15.65,13.83,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-02 07:00:00Z,hourly,airqo,0.315678859,32.63506335,26.6725,70.89416667,19.25,33.13,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-02 08:00:00Z,hourly,airqo,0.315678859,32.63506335,25.8212,73.8428,28.98,46.49,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-02 09:00:00Z,hourly,airqo,0.315678859,32.63506335,25.4048,74.972,23.68,38.29,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-02 10:00:00Z,hourly,airqo,0.315678859,32.63506335,25.1512,76.6092,47.62,71.13,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-02 11:00:00Z,hourly,airqo,0.315678859,32.63506335,23.56961538,77.93269231,69.55,118.58,68d658de8162eb0013f0001e,airqo_g5446
Kitintale_Ntensibe,2026-04-02 12:00:00Z,hourly,airqo,0.315678859,32.63506335,22.85933333,81.736,14.69,16.41,68d658de8162eb0013f0001e,airqo_g5446
Mbarara Central Market,2026-04-01 00:00:00Z,hourly,airqo,-0.606604261,30.65862468,20.5025,82.9975,8.76,0.98,,airqo_g5448
Mbarara Central Market,2026-04-01 01:00:00Z,hourly,airqo,-0.606604261,30.65862468,20.58,82.83,8.46,1.25,,airqo_g5448
Mbarara Central Market,2026-04-01 02:00:00Z,hourly,airqo,-0.606604261,30.65862468,19.63,86.77,14.89,23.68,,airqo_g5448
Mbarara Central Market,2026-04-01 05:00:00Z,hourly,airqo,-0.606604261,30.65862468,19.94857143,86.37142857,27.54,39.42,,airqo_g5448
Mbarara Central Market,2026-04-01 06:00:00Z,hourly,airqo,-0.606604261,30.65862468,22.89571429,76.45714286,16.18,26.22,,airqo_g5448
Mbarara Central Market,2026-04-01 07:00:00Z,hourly,airqo,-0.606604261,30.65862468,25.91666667,66.04,16.91,23.04,,airqo_g5448
Mbarara Central Market,2026-04-01 08:00:00Z,hourly,airqo,-0.606604261,30.65862468,28.01666667,55.97333333,12.35,13.13,,airqo_g5448
Mbarara Central Market,2026-04-01 09:00:00Z,hourly,airqo,-0.606604261,30.65862468,28.04571429,56.55,12.4,14.29,,airqo_g5448
Mbarara Central Market,2026-04-01 10:00:00Z,hourly,airqo,-0.606604261,30.65862468,29.05125,53.09125,15.31,16.14,,airqo_g5448
Mbarara Central Market,2026-04-01 11:00:00Z,hourly,airqo,-0.606604261,30.65862468,29.53,52.18,10.04,13.06,,airqo_g5448
Mbarara Central Market,2026-04-01 12:00:00Z,hourly,airqo,-0.606604261,30.65862468,29.94333333,51.02833333,15.69,17.05,,airqo_g5448
Mbarara Central Market,2026-04-01 13:00:00Z,hourly,airqo,-0.606604261,30.65862468,29.925,49.1525,16.61,18.8,,airqo_g5448
Mbarara Central Market,2026-04-01 14:00:00Z,hourly,airqo,-0.606604261,30.65862468,31.24,44.72,16.39,19.83,,airqo_g5448
Mbarara Central Market,2026-04-01 15:00:00Z,hourly,airqo,-0.606604261,30.65862468,27.516,58.212,17,26.3,,airqo_g5448
Mbarara Central Market,2026-04-01 16:00:00Z,hourly,airqo,-0.606604261,30.65862468,25.045,63.51875,23.78,33.27,,airqo_g5448
Mbarara Central Market,2026-04-01 17:00:00Z,hourly,airqo,-0.606604261,30.65862468,24.57,66.02,21.82,33.1,,airqo_g5448
Mbarara Central Market,2026-04-01 18:00:00Z,hourly,airqo,-0.606604261,30.65862468,23.99,69.74571429,29.13,37.76,,airqo_g5448
Mbarara Central Market,2026-04-01 19:00:00Z,hourly,airqo,-0.606604261,30.65862468,23.21166667,74.10833333,39.46,50.07,,airqo_g5448
Mbarara Central Market,2026-04-01 20:00:00Z,hourly,airqo,-0.606604261,30.65862468,22.26428571,77.99285714,18.91,27.92,,airqo_g5448
Mbarara Central Market,2026-04-01 21:00:00Z,hourly,airqo,-0.606604261,30.65862468,21.87571429,79.68857143,19.42,30.15,,airqo_g5448
Mbarara Central Market,2026-04-01 22:00:00Z,hourly,airqo,-0.606604261,30.65862468,21.126,82.072,17.61,28.87,,airqo_g5448
Mbarara Central Market,2026-04-01 23:00:00Z,hourly,airqo,-0.606604261,30.65862468,20.37,84.03,13.94,18.3,,airqo_g5448
Mbarara Central Market,2026-04-02 00:00:00Z,hourly,airqo,-0.606604261,30.65862468,20.13,84.37666667,27.54,38.11,,airqo_g5448
Mbarara Central Market,2026-04-02 01:00:00Z,hourly,airqo,-0.606604261,30.65862468,18.79285714,86.51142857,34.28,45.78,,airqo_g5448
Mbarara Central Market,2026-04-02 02:00:00Z,hourly,airqo,-0.606604261,30.65862468,18.56571429,86.38571429,53.74,57.51,,airqo_g5448
Mbarara Central Market,2026-04-02 04:00:00Z,hourly,airqo,-0.606604261,30.65862468,18.66,86.82,58.68,71.77,,airqo_g5448
Mbarara Central Market,2026-04-02 05:00:00Z,hourly,airqo,-0.606604261,30.65862468,23.36,70.615,58.71,75.67,,airqo_g5448
Mbarara Central Market,2026-04-02 06:00:00Z,hourly,airqo,-0.606604261,30.65862468,25.04714286,66.32,63.8,79.9,,airqo_g5448
Mbarara Central Market,2026-04-02 07:00:00Z,hourly,airqo,-0.606604261,30.65862468,28.38,55.01,46.21,59.13,,airqo_g5448
Mbarara Central Market,2026-04-02 09:00:00Z,hourly,airqo,-0.606604261,30.65862468,27.91,51.64,14.42,14.73,,airqo_g5448
Mbarara Central Market,2026-04-02 10:00:00Z,hourly,airqo,-0.606604261,30.65862468,27.91,51.64,14.29,17.97,,airqo_g5448
Mbarara Central Market,2026-04-02 11:00:00Z,hourly,airqo,-0.606604261,30.65862468,29.945,49.225,8.22,12.09,,airqo_g5448
Mbarara Central Market,2026-04-02 12:00:00Z,hourly,airqo,-0.606604261,30.65862468,29.84666667,49.62,13.36,10.62,,airqo_g5448
Mbarara Central Market,2026-04-02 14:00:00Z,hourly,airqo,-0.606604261,30.65862468,26.25,66.11,17.21,20.93,,airqo_g5448
Mbarara Central Market,2026-04-02 16:00:00Z,hourly,airqo,-0.606604261,30.65862468,25.16,71.63,18.3,30.71,,airqo_g5448
Mbarara Central Market,2026-04-02 17:00:00Z,hourly,airqo,-0.606604261,30.65862468,24.80285714,71.61142857,18.31,33.7,,airqo_g5448
Mbarara Central Market,2026-04-02 18:00:00Z,hourly,airqo,-0.606604261,30.65862468,23.74857143,73.21571429,17.45,22.05,,airqo_g5448
Mbarara Central Market,2026-04-02 19:00:00Z,hourly,airqo,-0.606604261,30.65862468,23.19166667,75.35666667,14.02,21.4,,airqo_g5448
Mbarara Central Market,2026-04-02 20:00:00Z,hourly,airqo,-0.606604261,30.65862468,22.29285714,78.37571429,13.47,19.1,,airqo_g5448
Nyamityobora,2026-04-01 00:00:00Z,hourly,airqo,-0.592598135,30.66621378,20.7375,83.5,7.84,,,airqo_g5455
Nyamityobora,2026-04-01 01:00:00Z,hourly,airqo,-0.592598135,30.66621378,20.64833333,84.425,,,,airqo_g5455
Nyamityobora,2026-04-01 02:00:00Z,hourly,airqo,-0.592598135,30.66621378,20.4,85.95,12.24,15.25,,airqo_g5455
Nyamityobora,2026-04-01 03:00:00Z,hourly,airqo,-0.592598135,30.66621378,20.4,85.95,21.56,31.62,,airqo_g5455
Nyamityobora,2026-04-01 05:00:00Z,hourly,airqo,-0.592598135,30.66621378,19.87,85.5,112.08,553.82,,airqo_g5455
Nyamityobora,2026-04-01 06:00:00Z,hourly,airqo,-0.592598135,30.66621378,19.87,85.5,24.64,42.36,,airqo_g5455
Nyamityobora,2026-04-01 07:00:00Z,hourly,airqo,-0.592598135,30.66621378,27.07428571,64.86,17.28,27.16,,airqo_g5455
Nyamityobora,2026-04-01 08:00:00Z,hourly,airqo,-0.592598135,30.66621378,27.428,61.652,,,,airqo_g5455
Nyamityobora,2026-04-01 09:00:00Z,hourly,airqo,-0.592598135,30.66621378,27.7925,59.56,,,,airqo_g5455
Nyamityobora,2026-04-01 10:00:00Z,hourly,airqo,-0.592598135,30.66621378,28.40571429,58.08714286,8.09,2.66,,airqo_g5455
Nyamityobora,2026-04-01 11:00:00Z,hourly,airqo,-0.592598135,30.66621378,27.44142857,58.85,8.08,2.93,,airqo_g5455
Nyamityobora,2026-04-01 12:00:00Z,hourly,airqo,-0.592598135,30.66621378,26.87,59.3,7.9,1.22,,airqo_g5455
Nyamityobora,2026-04-01 13:00:00Z,hourly,airqo,-0.592598135,30.66621378,27.845,55.555,8.03,1.57,,airqo_g5455
Nyamityobora,2026-04-01 14:00:00Z,hourly,airqo,-0.592598135,30.66621378,27.88166667,56.23,8.04,0.66,,airqo_g5455
Nyamityobora,2026-04-01 15:00:00Z,hourly,airqo,-0.592598135,30.66621378,26.3025,63.1075,8.53,0.26,,airqo_g5455
Nyamityobora,2026-04-01 16:00:00Z,hourly,airqo,-0.592598135,30.66621378,24.78142857,66.64,11.44,2.08,,airqo_g5455
Nyamityobora,2026-04-01 17:00:00Z,hourly,airqo,-0.592598135,30.66621378,24.19428571,69.56285714,15.43,12.59,,airqo_g5455
Nyamityobora,2026-04-01 18:00:00Z,hourly,airqo,-0.592598135,30.66621378,24.11,70.09,18.34,33.19,,airqo_g5455
Nyamityobora,2026-04-01 19:00:00Z,hourly,airqo,-0.592598135,30.66621378,23.085,75.03166667,19.03,35.8,,airqo_g5455
Nyamityobora,2026-04-01 20:00:00Z,hourly,airqo,-0.592598135,30.66621378,22.005,79.61166667,14.88,13.68,,airqo_g5455
Nyamityobora,2026-04-01 21:00:00Z,hourly,airqo,-0.592598135,30.66621378,21.27,81.995,13.37,10.15,,airqo_g5455
Nyamityobora,2026-04-01 22:00:00Z,hourly,airqo,-0.592598135,30.66621378,20.31333333,84.62166667,12.98,5.96,,airqo_g5455
Nyamityobora,2026-04-01 23:00:00Z,hourly,airqo,-0.592598135,30.66621378,19.83125,85.30625,10.16,0.74,,airqo_g5455
Nyamityobora,2026-04-02 00:00:00Z,hourly,airqo,-0.592598135,30.66621378,19.86,85.24,29.19,39.56,,airqo_g5455
Nyamityobora,2026-04-02 01:00:00Z,hourly,airqo,-0.592598135,30.66621378,18.612,87.266,33.07,46.21,,airqo_g5455
Nyamityobora,2026-04-02 02:00:00Z,hourly,airqo,-0.592598135,30.66621378,18.53142857,86.75857143,34.9,49.93,,airqo_g5455
Nyamityobora,2026-04-02 03:00:00Z,hourly,airqo,-0.592598135,30.66621378,18.44333333,86.79333333,53.59,57.26,,airqo_g5455
Nyamityobora,2026-04-02 05:00:00Z,hourly,airqo,-0.592598135,30.66621378,23.23,73.65,117.24,315.21,,airqo_g5455
Nyamityobora,2026-04-02 06:00:00Z,hourly,airqo,-0.592598135,30.66621378,23.75857143,71.94571429,32.91,44.31,,airqo_g5455
Nyamityobora,2026-04-02 07:00:00Z,hourly,airqo,-0.592598135,30.66621378,27.84,58.75,31.47,42.47,,airqo_g5455
Nyamityobora,2026-04-02 09:00:00Z,hourly,airqo,-0.592598135,30.66621378,28.89,52.93,7.84,5.4,,airqo_g5455
Nyamityobora,2026-04-02 10:00:00Z,hourly,airqo,-0.592598135,30.66621378,28.89,52.93,,,,airqo_g5455
Nyamityobora,2026-04-02 12:00:00Z,hourly,airqo,-0.592598135,30.66621378,30.18,54.1,8.26,8.74,,airqo_g5455
Nyamityobora,2026-04-02 13:00:00Z,hourly,airqo,-0.592598135,30.66621378,30.18,54.1,19.9,16.08,,airqo_g5455
Kenkombe,2026-04-01 01:00:00Z,hourly,airqo,-0.581599576,30.70544938,20.12,91.52,6.92,10.32,,airqo_g5463
Kenkombe,2026-04-01 04:00:00Z,hourly,airqo,-0.568753,30.710876,19.54,92.56,6.61,10.32,,airqo_g5463
Kenkombe,2026-04-01 05:00:00Z,hourly,airqo,-0.573668429,30.70814286,19.54,92.56,7.41,10.32,,airqo_g5463
Kenkombe,2026-04-01 06:00:00Z,hourly,airqo,-0.577355,30.706093,19.54,92.56,6.45,8.76,,airqo_g5463
Kenkombe,2026-04-01 07:00:00Z,hourly,airqo,-0.577355,30.706093,25.398,72.64,7.21,29.01,,airqo_g5463
Kenkombe,2026-04-01 08:00:00Z,hourly,airqo,-0.577355,30.706093,28.44,59.91,13.22,11.67,,airqo_g5463
Kenkombe,2026-04-01 09:00:00Z,hourly,airqo,-0.577356143,30.70616786,30.30142857,56.73,14.01,17.26,,airqo_g5463
Kenkombe,2026-04-01 10:00:00Z,hourly,airqo,-0.577357,30.706224,30.395,55.68666667,7.95,0.06,,airqo_g5463
Kenkombe,2026-04-01 11:00:00Z,hourly,airqo,-0.577452,30.710724,30.89,54.73,9.55,7.2,,airqo_g5463
Kenkombe,2026-04-01 12:00:00Z,hourly,airqo,-0.577265,30.706009,30.69,52.315,8.35,6.38,,airqo_g5463
Kenkombe,2026-04-01 13:00:00Z,hourly,airqo,-0.577265,30.706009,30.58666667,52.38,11.83,9.42,,airqo_g5463
Kenkombe,2026-04-01 14:00:00Z,hourly,airqo,-0.577265,30.706009,28.536,58.814,14.57,17.94,,airqo_g5463
Kenkombe,2026-04-01 15:00:00Z,hourly,airqo,-0.577265,30.706009,26.8,62.446,25.03,36.03,,airqo_g5463
Kenkombe,2026-04-01 16:00:00Z,hourly,airqo,-0.57729,30.706081,24.31285714,68.84857143,15.11,23.74,,airqo_g5463
Kenkombe,2026-04-01 17:00:00Z,hourly,airqo,-0.57729,30.706081,23.385,73.65,66.05,69.97,,airqo_g5463
Kenkombe,2026-04-01 18:00:00Z,hourly,airqo,-0.577262,30.706068,23.238,74.718,20.49,33.68,,airqo_g5463
Kenkombe,2026-04-01 19:00:00Z,hourly,airqo,-0.577262,30.706068,20.21666667,87.46333333,15.76,31.72,,airqo_g5463
Kenkombe,2026-04-01 20:00:00Z,hourly,airqo,-0.577262,30.706068,19.325,90.32166667,38.46,52.43,,airqo_g5463
Kenkombe,2026-04-01 21:00:00Z,hourly,airqo,-0.577262,30.706068,19.06166667,90.37333333,38.7,51.27,,airqo_g5463
Kenkombe,2026-04-01 22:00:00Z,hourly,airqo,-0.57723,30.706087,17.87,92.03,41.49,52.71,,airqo_g5463
Kenkombe,2026-04-01 23:00:00Z,hourly,airqo,-0.577229,30.706105,17.1775,93.97,43.22,50.19,,airqo_g5463
Kenkombe,2026-04-02 00:00:00Z,hourly,airqo,-0.5784755,30.70741383,16.98,94.73,11.05,0.8,,airqo_g5463
Kenkombe,2026-04-02 01:00:00Z,hourly,airqo,-0.578481667,30.70740683,16.85,93.00166667,10.89,,,airqo_g5463
Kenkombe,2026-04-02 02:00:00Z,hourly,airqo,-0.577265,30.706081,16.50714286,93.03428571,10.04,0.8,,airqo_g5463
Kenkombe,2026-04-02 03:00:00Z,hourly,airqo,-0.577265,30.706081,16.22,93.6,,,,airqo_g5463
Kenkombe,2026-04-02 04:00:00Z,hourly,airqo,-0.577265,30.706081,16.58666667,92.66666667,11.36,2.64,,airqo_g5463
Kenkombe,2026-04-02 05:00:00Z,hourly,airqo,-0.577278,30.706081,19.65,87.4,16.94,28.21,,airqo_g5463
Kenkombe,2026-04-02 06:00:00Z,hourly,airqo,-0.577278,30.706081,19.65,87.4,23.19,32.42,,airqo_g5463
Kenkombe,2026-04-02 07:00:00Z,hourly,airqo,-0.562245,30.707436,28.57,54.46,8.18,1.43,,airqo_g5463
Kenkombe,2026-04-02 08:00:00Z,hourly,airqo,-0.562245,30.707436,28.57,54.46,8.03,0.35,,airqo_g5463
Kenkombe,2026-04-02 09:00:00Z,hourly,airqo,-0.562245,30.707436,28.57,54.46,8.33,,,airqo_g5463
Kenkombe,2026-04-02 14:00:00Z,hourly,airqo,-0.581599576,30.70544938,26.26,71.21,14.94,21.93,,airqo_g5463
Kenkombe,2026-04-02 15:00:00Z,hourly,airqo,-0.581599576,30.70544938,26.26,71.21,15.36,23.31,,airqo_g5463
Kenkombe,2026-04-02 16:00:00Z,hourly,airqo,-0.581599576,30.70544938,24.36,77.3875,34.22,44.92,,airqo_g5463
Kenkombe,2026-04-02 17:00:00Z,hourly,airqo,-0.577869654,30.70602077,22.38166667,82.65333333,20.37,34.62,,airqo_g5463
Kenkombe,2026-04-02 18:00:00Z,hourly,airqo,-0.574810263,30.7095954,20.758,88.57,71.21,92.3,,airqo_g5463
Kenkombe,2026-04-02 19:00:00Z,hourly,airqo,-0.573972736,30.71105482,19.894,90.4,14.87,17.17,,airqo_g5463
Kenkombe,2026-04-02 20:00:00Z,hourly,airqo,-0.578180143,30.70784671,19.92,89.48,15.08,19.85,,airqo_g5463
Katukuru,2026-04-01 00:00:00Z,hourly,airqo,-0.670721495,30.572341,19.372,97.166,6.25,,,airqo_g5477
Katukuru,2026-04-01 01:00:00Z,hourly,airqo,-0.670721495,30.572341,19.09,97.64,6.22,37.66,,airqo_g5477
Katukuru,2026-04-01 02:00:00Z,hourly,airqo,-0.670721495,30.572341,18.57333333,98.32,6.66,37.66,,airqo_g5477
Katukuru,2026-04-01 03:00:00Z,hourly,airqo,-0.670721495,30.572341,18.44,98.32,7.46,37.66,,airqo_g5477
Katukuru,2026-04-01 05:00:00Z,hourly,airqo,-0.670721495,30.572341,20.86,93.77,9.53,8.76,,airqo_g5477
Katukuru,2026-04-01 06:00:00Z,hourly,airqo,-0.670721495,30.572341,20.86,93.77,8.13,8.38,,airqo_g5477
Katukuru,2026-04-01 07:00:00Z,hourly,airqo,-0.670721495,30.572341,24.70666667,76.04333333,8.63,4.88,,airqo_g5477
